Recipient_ID,Gender,age,income,Credit_Score,Education_Level,Region,Telephone_No
1000531,Female,55-64,3720,654,2,North,5348502290
1000532,Female,55-64,13860,561,1,North,7026717036
1000533,Male,45-54,5340,791,3,North,4984728234
1000534,Joint,45-54,13140,613,1,south,3238507733
1000535,Sex Not Available,35-44,,884,2,south,7620532234
1000536,Sex Not Available,55-64,,570,3,south,7620058091
1000537,Male,>74,3240,805,2,central,8515214927
1000538,Sex Not Available,45-54,3600,899,1,south,2937516705
1000539,Female,65-74,6360,890,1,North,9815377883
1000540,Male,>74,14340,545,1,North,4972453061
1000541,Male,35-44,8760,720,2,North,8994812089
1000542,Female,65-74,4620,775,3,North,2872876803
1000543,Joint,25-34,,722,3,North,9859896195
1000544,Joint,35-44,16680,526,2,North,2014061298
1000545,Joint,25-34,7860,553,2,North,6941563306
1000546,Sex Not Available,55-64,16260,561,2,south,9730334353
1000547,Female,55-64,4680,845,2,south,9782114486
1000548,Male,<25,5160,815,3,south,4903716353
1000549,Female,35-44,5760,513,1,North,9122481047
1000550,Joint,45-54,7800,569,3,North,6840930242
1000551,Joint,45-54,9060,898,1,south,2559338707
1000552,Joint,55-64,4260,719,1,North,7096633742
1000553,Joint,25-34,3300,596,1,North,7337639650
1000554,Female,25-34,4440,879,1,south,5134485112
1000555,Sex Not Available,45-54,,814,3,south,1209812438
1000556,Female,35-44,11100,750,1,south,8355681987
1000557,Sex Not Available,25-34,10380,848,2,south,6185715117
1000558,Female,35-44,5820,549,2,North,5693999000
1000559,Joint,55-64,4560,709,2,south,9503410937
1000560,Sex Not Available,25-34,7860,735,1,south,6229458823
1000561,Female,45-54,6300,829,1,North,7006999080
1000562,Female,25-34,4800,546,1,North,2069024777
1000563,Male,55-64,4920,633,2,North,5265958054
1000564,Sex Not Available,>74,10080,547,1,south,7613668770
1000565,Male,35-44,32400,818,1,North,9059658271
1000566,Female,45-54,16200,776,3,south,5443923081
1000567,Female,25-34,3120,728,2,south,6971653201
1000568,Male,45-54,11640,857,1,North,2317814874
1000569,Sex Not Available,55-64,,881,1,south,4067644223
1000570,Male,35-44,17640,899,2,south,8151909433
1000571,Male,55-64,,629,3,North,6441362129
1000572,Sex Not Available,45-54,9180,669,1,south,2376463821
1000573,Male,35-44,5280,806,3,North,4685568734
1000574,Male,55-64,13080,680,3,North,8103057847
1000575,Joint,45-54,7140,774,1,south,8748287138
1000576,Sex Not Available,35-44,3840,565,3,south,2426234935
1000577,Female,45-54,16020,654,1,North,8252063005
1000578,Male,45-54,7800,556,2,North,4986305264
1000579,Joint,65-74,3900,500,3,North,7649023023
1000580,Joint,>74,3540,686,3,North,5705003792
1000581,Joint,>74,7800,811,1,North,5901111111
1000582,Female,25-34,8160,630,3,North,9139379466
1000583,Male,45-54,3840,726,2,south,3620481589
1000584,Female,25-34,,535,3,central,5920045490
1000585,Joint,55-64,3960,653,2,central,7348119462
1000586,Joint,>74,6120,745,2,North,5698964969
1000587,Male,25-34,0,626,2,central,2400249762
1000588,Joint,35-44,4680,797,2,central,3982706036
1000589,Male,45-54,2760,697,2,south,5767476620
1000590,Sex Not Available,55-64,0,536,3,south,2138357502
1000591,Male,45-54,10800,763,3,south,2477176985
1000592,Joint,55-64,4860,636,2,North,8890569662
1000593,Male,55-64,3900,684,2,North,2267992981
1000594,Female,25-34,0,535,1,central,3212363348
1000595,Female,35-44,3900,723,2,North,8710451789
1000596,Female,45-54,4620,617,1,North,3808039424
1000597,Female,65-74,4080,827,1,south,3772887168
1000598,Sex Not Available,25-34,11400,616,1,south,4750254220
1000599,Joint,35-44,13440,766,3,south,2864051475
1000600,Female,35-44,3900,887,1,North,8276906525
1000601,Joint,45-54,,777,1,south,7887920229
1000602,Male,55-64,4920,672,2,North,3706000652
1000603,Female,25-34,8880,623,3,south,7687178295
1000604,Female,65-74,3180,623,2,North,6941012577
1000605,Female,55-64,,518,1,North,1853026045
1000606,Sex Not Available,45-54,5880,573,3,south,9722044175
1000607,Male,65-74,,690,3,North,7976386142
1000608,Joint,35-44,,843,2,central,3034024920
1000609,Joint,35-44,7080,553,2,central,4708600528
1000610,Sex Not Available,65-74,8280,501,1,south,8374317642
1000611,Joint,25-34,8880,658,2,North,7163809563
1000612,Joint,45-54,6420,525,3,central,1921451970
1000613,Sex Not Available,35-44,1920,816,1,south,8672725953
1000614,Sex Not Available,45-54,9780,829,2,south,6327630804
1000615,Male,35-44,4560,527,1,North,4415316202
1000616,Joint,55-64,6120,783,3,south,7171736876
1000617,Female,45-54,6420,640,1,North,9378180199
1000618,Male,45-54,21660,500,1,south,5855057958
1000619,Male,25-34,8340,581,3,south,2902778809
1000620,Female,65-74,2880,893,1,central,9889943998
1000621,Female,45-54,4620,797,2,North,1185305943
1000622,Joint,35-44,8400,880,3,south,4750356633
1000623,Sex Not Available,55-64,28440,735,1,south,5311168234
1000624,Joint,25-34,4800,608,2,North,5761978630
1000625,Male,45-54,3240,892,3,south,6884997387
1000626,Female,25-34,4680,574,3,south,5254507226
1000627,Sex Not Available,55-64,3240,707,1,south,4415023754
1000628,Male,65-74,6600,686,2,North,1235787426
1000629,Male,25-34,9900,607,2,North,7730419228
1000630,Joint,65-74,5820,561,1,North,9002342601
1000631,Male,35-44,6300,828,2,North,3780091472
1000632,Male,65-74,3180,817,3,North,8639957085
1000633,Joint,45-54,6600,640,1,North,4956520032
1000634,Female,25-34,3120,889,3,south,7151320052
1000635,Joint,>74,3480,858,1,North,2305595948
1000636,Sex Not Available,45-54,3900,775,2,south,2598664030
1000637,Female,35-44,3300,516,2,North,9801712940
1000638,Male,55-64,,585,3,North,8481685318
1000639,Sex Not Available,45-54,8040,581,1,south,2146466468
1000640,Female,65-74,3720,634,2,North,3388060363
1000641,Male,45-54,5100,873,2,North,8619031712
1000642,Joint,35-44,9060,862,1,south,7048843190
1000643,Male,>74,3240,692,1,North,1308512560
1000644,Male,65-74,2580,846,3,North,7739651756
1000645,Joint,45-54,15540,519,2,North,1111070229
1000646,Male,35-44,4740,799,2,North,9206072645
1000647,Male,25-34,2400,810,1,North,7048526596
1000648,Female,55-64,6840,679,1,North,5428564820
1000649,Male,35-44,11820,688,3,North,9057178417
1000650,Sex Not Available,35-44,9660,558,1,south,2206160365
1000651,Sex Not Available,55-64,7200,618,2,south,4074736385
1000652,Male,35-44,5580,730,1,North,4410164365
1000653,Joint,55-64,4680,652,2,North,2060169684
1000654,Joint,45-54,7800,723,1,North,3197683722
1000655,Sex Not Available,55-64,6780,769,2,south,7808632070
1000656,Sex Not Available,45-54,,703,3,south,4138924464
1000657,Sex Not Available,55-64,16380,575,3,south,4591299902
1000658,Joint,>74,3360,624,3,south,4459328618
1000659,Sex Not Available,>74,4440,715,3,south,9558428922
1000660,Sex Not Available,45-54,7260,618,1,south,8172929483
1000661,Male,35-44,15780,817,2,south,5820475586
1000662,Joint,45-54,4140,825,3,North,7615863833
1000663,Joint,35-44,9660,824,3,south,2452620345
1000664,Joint,65-74,2160,572,2,North,9553896703
1000665,Male,35-44,9660,879,3,south,6244268376
1000666,Joint,35-44,,549,1,North,3051192387
1000667,Sex Not Available,25-34,4620,571,2,south,6160993625
1000668,Male,35-44,7380,708,3,North,4257624969
1000669,Female,65-74,6540,803,3,south,3717390857
1000670,Female,35-44,4320,773,1,North,2824022710
1000671,Male,45-54,18480,867,3,North-East,2574492258
1000672,Joint,55-64,4200,680,3,central,5368486162
1000673,Sex Not Available,55-64,1980,880,1,south,4447553275
1000674,Male,>74,6180,663,1,North,1422894337
1000675,Joint,45-54,14220,502,2,North,3298444548
1000676,Sex Not Available,65-74,8160,583,2,south,8047537624
1000677,Joint,25-34,6420,831,1,North,2023402691
1000678,Female,65-74,3240,539,3,North,3304557240
1000679,Sex Not Available,55-64,5520,869,1,south,2151760418
1000680,Sex Not Available,55-64,4860,583,3,south,4225505072
1000681,Male,35-44,7620,875,1,North,5962321050
1000682,Sex Not Available,35-44,,556,1,south,7885414476
1000683,Female,>74,5100,855,1,North,5451655574
1000684,Sex Not Available,45-54,1620,695,1,south,5238598758
1000685,Male,55-64,11220,706,2,south,7525469882
1000686,Joint,35-44,,822,3,North,3714266828
1000687,Female,55-64,19020,617,1,south,4461447202
1000688,Female,35-44,8880,534,3,North,3808957875
1000689,Joint,65-74,5100,766,1,North,8303841545
1000690,Sex Not Available,25-34,4500,640,1,south,2052015546
1000691,Female,25-34,4080,647,2,North,1815445060
1000692,Sex Not Available,55-64,3360,525,3,south,5110105772
1000693,Male,35-44,7920,656,1,North,4588827536
1000694,Male,45-54,,720,3,North,1447723776
1000695,Joint,55-64,10080,623,1,North,1758377259
1000696,Sex Not Available,35-44,6180,718,3,south,5877725353
1000697,Female,45-54,4020,846,1,central,1981154477
1000698,Female,55-64,4620,556,1,North,7324363531
1000699,Sex Not Available,35-44,4680,864,1,south,6742410091
1000700,Male,45-54,,867,1,North,6821629787
1000701,Sex Not Available,65-74,8100,659,1,south,3871013323
1000702,Male,45-54,2340,757,1,North,2058980296
1000703,Female,35-44,9300,580,3,North,4121390799
1000704,Joint,25-34,6780,873,3,North,6544915225
1000705,Female,45-54,2220,717,1,North,9755128137
1000706,Joint,55-64,,845,3,North,1007394687
1000707,Sex Not Available,,,845,2,south,2693295682
1000708,Joint,65-74,7440,756,2,North,6404956366
1000709,Joint,45-54,7020,778,3,North,2162059232
1000710,Joint,45-54,7680,795,1,North,6269546380
1000711,Male,<25,3420,744,3,North,2913774611
1000712,Sex Not Available,65-74,39300,877,3,south,2665458853
1000713,Joint,45-54,14100,833,1,North,4509554987
1000714,Joint,45-54,17580,762,1,south,9748176009
1000715,Sex Not Available,65-74,5880,599,1,south,2838306050
1000716,Male,45-54,3960,728,1,North,7825041808
1000717,Female,45-54,5340,556,1,North,4431459975
1000718,Sex Not Available,35-44,9000,720,1,south,7918479299
1000719,Male,25-34,6360,556,1,central,6988244710
1000720,Female,25-34,2640,749,1,central,6468021905
1000721,Joint,55-64,6360,864,1,North,6451468062
1000722,Sex Not Available,35-44,5100,724,2,south,1107269775
1000723,Female,45-54,4380,544,2,North,3029778224
1000724,Joint,55-64,,723,1,south,6093578970
1000725,Sex Not Available,35-44,12840,614,1,south,7117283036
1000726,Male,35-44,2940,778,3,North,9535444855
1000727,Female,<25,1500,646,1,North,1053633523
1000728,Male,45-54,6360,710,2,North,1545541598
1000729,Joint,65-74,,704,2,North,7354226374
1000730,Male,35-44,3180,663,2,North,3609915673
1000731,Male,45-54,,714,1,North,9838212483
1000732,Female,35-44,14580,730,1,North,2848701230
1000733,Male,25-34,6600,706,1,North,7080550156
1000734,Female,25-34,3180,811,2,North,2362122060
1000735,Sex Not Available,35-44,10560,698,3,south,4653896668
1000736,Female,45-54,5880,558,1,central,5944378845
1000737,Joint,55-64,16200,636,1,North,1191021352
1000738,Male,45-54,5100,604,2,North,2829703630
1000739,Female,45-54,9360,894,1,south,9154450451
1000740,Male,65-74,1140,618,2,North-East,5687760173
1000741,Joint,45-54,4800,736,2,North,6324001741
1000742,Joint,45-54,6900,541,1,North,6302626801
1000743,Male,65-74,1740,607,1,North,2842512465
1000744,Female,35-44,0,617,3,North,4592120010
1000745,Joint,25-34,,724,2,North,9010999295
1000746,Joint,25-34,13200,865,3,North,1422523480
1000747,Joint,35-44,8580,664,2,North,1729386257
1000748,Sex Not Available,65-74,6120,675,1,south,7512088511
1000749,Sex Not Available,35-44,5400,583,1,south,1862756849
1000750,Male,45-54,8760,733,1,North,2529563731
1000751,Male,65-74,3480,527,3,North,8173924283
1000752,Sex Not Available,55-64,6300,613,1,south,5817074271
1000753,Sex Not Available,35-44,7980,649,1,south,2824750331
1000754,Sex Not Available,>74,8400,615,2,south,5884411851
1000755,Female,25-34,,646,3,central,8184602483
1000756,Joint,55-64,,607,2,North,8537695227
1000757,Male,55-64,4440,539,2,North,2975693434
1000758,Joint,25-34,11820,545,2,south,2586798114
1000759,Female,55-64,2280,848,1,North,6945976480
1000760,Male,25-34,3240,786,2,North,9922051813
1000761,Sex Not Available,35-44,3240,560,1,south,1191209222
1000762,Male,45-54,3900,771,1,North,1228243344
1000763,Joint,45-54,11760,699,3,south,4271777775
1000764,Joint,65-74,6300,505,1,North,3715018615
1000765,Female,>74,3000,786,2,North,4883904326
1000766,Female,35-44,49920,626,1,south,9667264039
1000767,Male,45-54,12480,569,2,North,8796145872
1000768,Joint,65-74,6600,787,2,North,4864955346
1000769,Female,45-54,4980,801,3,North,3650629032
1000770,Female,55-64,7620,743,2,North-East,8230632040
1000771,Female,55-64,7020,574,1,North,4291297402
1000772,Sex Not Available,55-64,11460,641,1,south,9456270801
1000773,Sex Not Available,45-54,5460,784,3,North,4245033575
1000774,Sex Not Available,35-44,3600,785,2,south,3449841502
1000775,Joint,45-54,8160,858,1,south,8995679346
1000776,Sex Not Available,55-64,5100,617,1,south,7089811205
1000777,Joint,25-34,4620,673,3,central,4227814254
1000778,Sex Not Available,35-44,4200,682,3,North,8645039995
1000779,Female,65-74,4440,597,3,North,2795126583
1000780,Joint,45-54,8220,834,3,central,3877789012
1000781,Sex Not Available,45-54,3900,630,1,south,4715290275
1000782,Female,35-44,6420,884,2,south,9127884171
1000783,Female,35-44,3000,876,2,North,3653342170
1000784,Female,65-74,4140,665,1,North,7584024962
1000785,Joint,>74,2280,628,3,North,2494918566
1000786,Male,55-64,6540,873,3,North,7715980575
1000787,Sex Not Available,>74,3180,860,1,south,3127187715
1000788,Sex Not Available,35-44,9060,745,2,south,2123700391
1000789,Sex Not Available,45-54,7500,501,2,south,8010517528
1000790,Joint,>74,5400,582,3,North,1436893448
1000791,Joint,35-44,10620,716,2,south,4265873616
1000792,Sex Not Available,55-64,1440,884,3,south,5497729621
1000793,Sex Not Available,>74,4500,715,3,south,5778179174
1000794,Male,55-64,4800,832,3,south,2409632669
1000795,Sex Not Available,65-74,3420,818,2,south,1779106123
1000796,Sex Not Available,25-34,6660,550,3,south,1927893797
1000797,Male,45-54,1140,513,3,North,1161449359
1000798,Male,>74,2760,809,3,North,1981117873
1000799,Female,55-64,4260,871,3,central,2865751119
1000800,Male,55-64,4920,607,1,North,9364538033
1000801,Male,35-44,4740,797,3,North,5961112841
1000802,Joint,35-44,5340,581,1,North,8063024217
1000803,Male,>74,2580,528,2,North,2389292720
1000804,Sex Not Available,35-44,9060,803,1,south,8388199525
1000805,Sex Not Available,35-44,7020,534,3,south,1495522183
1000806,Joint,55-64,3780,732,3,central,4224374032
1000807,Sex Not Available,25-34,7320,544,1,south,6862795502
1000808,Joint,45-54,7080,639,2,North,5796671441
1000809,Male,35-44,2640,590,3,south,6254282376
1000810,Joint,25-34,6360,693,2,south,5284490501
1000811,Joint,45-54,3060,727,2,North,3386358614
1000812,Sex Not Available,45-54,12420,876,2,south,6867753771
1000813,Male,35-44,9120,881,3,North,8787121123
1000814,Joint,45-54,10200,694,2,North,5426273735
1000815,Joint,25-34,,844,1,North,9949971979
1000816,Sex Not Available,55-64,8100,509,3,south,3454123027
1000817,Female,55-64,8640,765,1,south,9619617693
1000818,Male,45-54,3960,529,3,North,2208826639
1000819,Joint,45-54,3120,782,3,central,7062970658
1000820,Female,55-64,2220,780,3,North-East,3077802960
1000821,Joint,25-34,5040,890,2,North,5260647364
1000822,Sex Not Available,35-44,6720,867,1,south,6485496556
1000823,Sex Not Available,55-64,10140,646,3,south,5157680697
1000824,Joint,35-44,9180,541,1,south,8598460253
1000825,Joint,55-64,3900,821,3,North,8640380211
1000826,Male,45-54,15360,732,3,south,8915818487
1000827,Joint,35-44,,568,1,North,2882959937
1000828,Joint,45-54,6060,849,2,North,5675939409
1000829,Sex Not Available,45-54,13200,875,2,south,8833773925
1000830,Sex Not Available,35-44,4680,780,2,south,8918648288
1000831,Male,35-44,4020,858,3,North,7749686988
1000832,Sex Not Available,35-44,2460,577,2,south,7525288651
1000833,Sex Not Available,45-54,9180,787,2,south,8195700625
1000834,Male,45-54,7980,828,1,North,6398754396
1000835,Female,>74,2460,561,1,North,6649149961
1000836,Female,45-54,2700,633,3,North,7379731636
1000837,Joint,45-54,22260,771,3,North,1039721430
1000838,Sex Not Available,25-34,,843,1,south,3096487195
1000839,Female,55-64,12360,866,3,North,2314254854
1000840,Male,55-64,3780,688,2,North,8832601661
1000841,Sex Not Available,45-54,10380,598,2,south,5463024742
1000842,Sex Not Available,25-34,9780,627,1,south,3378540770
1000843,Sex Not Available,65-74,6000,686,2,south,4286488854
1000844,Sex Not Available,55-64,5880,856,1,south,1138414385
1000845,Female,55-64,5160,563,3,North,5185822832
1000846,Sex Not Available,35-44,5340,691,3,south,5880079779
1000847,Sex Not Available,25-34,10920,899,2,south,6416448040
1000848,Sex Not Available,35-44,2700,706,2,south,3865186280
1000849,Male,55-64,2220,669,3,North,9907328566
1000850,Joint,65-74,6480,743,2,North,7819202797
1000851,Female,55-64,9780,843,1,North,8503700823
1000852,Male,45-54,7020,803,2,south,5073836847
1000853,Joint,>74,0,697,1,North,7292799517
1000854,Joint,55-64,6900,609,3,North,7573368633
1000855,Female,55-64,5220,713,1,North,4208771481
1000856,Female,55-64,,632,1,North,7932830718
1000857,Male,55-64,9240,869,2,south,4230382651
1000858,Sex Not Available,35-44,10020,865,3,south,5480311548
1000859,Female,25-34,3120,846,3,North,8807778917
1000860,Joint,35-44,6960,632,1,North,2579103063
1000861,Sex Not Available,25-34,6960,852,3,south,9298275812
1000862,Male,25-34,3360,539,2,North,5293227303
1000863,Male,25-34,14880,752,3,North,6717310026
1000864,Male,25-34,3060,829,3,North,1110038985
1000865,Female,55-64,3600,899,1,North,9296659897
1000866,Male,25-34,5640,544,3,south,4150531210
1000867,Female,65-74,4320,898,2,south,1505880557
1000868,Sex Not Available,65-74,4320,826,1,south,8725813576
1000869,Joint,35-44,4980,893,3,North,4904175233
